No.;step;generated_smiles;canonical_smiles;predicted_pIC50;SAScore;in_AD;Muegge rules;
269;161;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccccc2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccccc2)c1;6.6257;2.046;true;yes;
270;89;O=C(NO)c1ccc(Br)c(NCc2ccccc2)c1;O=C(NO)c1ccc(Br)c(NCc2ccccc2)c1;6.6254;1.835;true;yes;
271;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)c(Br)c1Br;6.6252;2.483;true;yes;
272;160;CCc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1;CCc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1;6.6247;2.033;true;yes;
273;180;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1;6.6239;1.769;true;yes;
274;91;Cc1cccc(NC(=O)c2cc(C(=O)NO)ccc2Cl)c1Cl;Cc1cccc(NC(=O)c2cc(C(=O)NO)ccc2Cl)c1Cl;6.6235;2.006;true;yes;
275;72;CCc1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1;CCc1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1;6.6231;1.601;true;yes;
276;175;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1F;6.6227;2.065;true;yes;
277;247;O=C(NO)c1cccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1;O=C(NO)c1cccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1;6.6225;1.969;true;yes;
278;184;Cc1ccc(C(=O)NO)cc1NCc1c(Br)c(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(Br)c(Br)c(Br)c(Br)c1Br;6.6222;2.749;true;no; 2 violations
279;179;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)ccc1Br;6.6222;2.108;true;yes;
280;172;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)cc1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)cc1;6.622;1.672;true;yes;
281;173;Cc1ccc(Br)c(CNc2cc(C(=O)NO)ccc2C)c1;Cc1ccc(Br)c(CNc2cc(C(=O)NO)ccc2C)c1;6.6206;2.038;true;yes;
282;104;O=C(Nc1ccc(Br)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;O=C(Nc1ccc(Br)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;6.6193;2.156;true;yes;
283;92;O=C(NO)c1ccc(Br)c(NC(=O)c2cc(C(=O)NO)ccc2Br)c1;O=C(NO)c1ccc(Br)c(NC(=O)c2cc(C(=O)NO)ccc2Br)c1;6.6192;2.274;true;yes;
284;173;Cc1ccc(Br)cc1CNc1cc(C(=O)NO)ccc1C;Cc1ccc(Br)cc1CNc1cc(C(=O)NO)ccc1C;6.6189;2.024;true;yes;
285;131;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1F;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1F;6.6187;1.87;true;yes;
286;122;O=C(NO)c1ccc(Cl)c(NC(=O)c2ccccc2F)c1;O=C(NO)c1ccc(Cl)c(NC(=O)c2ccccc2F)c1;6.6177;1.771;true;yes;
287;181;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1N;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1N;6.6174;2.04;true;yes;
288;202;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)cc2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)cc2Cl)cc1;6.6171;1.865;true;yes;
289;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1Cl;6.6167;2.482;true;no; 1 violations
290;173;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)cc(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)cc(F)c1F;6.6166;2.082;true;yes;
291;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)cc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)cc(Br)c1Br;6.616;2.566;true;no; 1 violations
292;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(Br)c1Br;6.616;2.657;true;no; 2 violations
293;172;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)c(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)c(Br)c1;6.616;1.959;true;yes;
294;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1Cl;6.6146;2.671;true;no; 1 violations
295;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1Cl;6.6146;2.672;true;yes;
296;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1Cl;6.6146;2.52;true;yes;
297;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(F)c(Br)c1Br;6.6146;2.715;true;no; 1 violations
298;167;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Br)cc2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Br)cc2)c1;6.6137;2.164;true;yes;
299;67;CNc1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Cl;CNc1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Cl;6.6132;1.905;true;yes;
300;175;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1Cl;6.613;1.886;true;yes;
301;99;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1;6.6121;2.177;true;yes;
302;135;COc1cc(F)c(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;COc1cc(F)c(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;6.6121;2.319;true;yes;
303;202;O=C(NO)c1ccc(NC(=O)c2c(Cl)ccc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)ccc(Cl)c2Cl)cc1;6.612;1.966;true;yes;
304;203;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1;6.612;2.305;true;no; 1 violations
305;72;Cc1ccc(NC(=O)c2ccc(C(=O)NO)cc2Cl)cc1;Cc1ccc(NC(=O)c2ccc(C(=O)NO)cc2Cl)cc1;6.6102;1.721;true;yes;
306;182;Cc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1F;6.6095;2.179;true;yes;
307;181;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(F)c1F;6.6093;2.459;true;yes;
308;160;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)cc1;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)cc1;6.6087;1.793;true;yes;
309;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1Br;6.6076;2.118;true;yes;
310;173;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cccc1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cccc1Br;6.6074;2.167;true;yes;
311;111;O=C(NO)c1ccc(F)c(NCc2ccccc2F)c1;O=C(NO)c1ccc(F)c(NCc2ccccc2F)c1;6.6069;1.908;true;yes;
312;164;CCCc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1;CCCc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1;6.6063;2.095;true;yes;
313;172;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1F;6.6053;1.863;true;yes;
314;99;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(Br)c(Br)c2)c1;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(Br)c(Br)c2)c1;6.6053;2.195;true;yes;
315;161;CCCc1ccc(C(=O)NO)cc1NCc1ccccc1;CCCc1ccc(C(=O)NO)cc1NCc1ccccc1;6.6046;1.905;true;yes;
316;202;O=C(NO)c1ccc(NC(=O)c2c(Br)ccc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Br)ccc(Cl)c2Cl)cc1;6.6045;2.09;true;yes;
317;180;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(F)c1F;6.6044;2.611;true;yes;
318;178;Cc1ccc(C(=O)NO)cc1NCc1cc(C)c(Cl)c(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(C)c(Cl)c(Br)c1;6.6039;2.29;true;yes;
319;98;Cc1cc(C(=O)NO)cc(NC(=O)c2ccc(Br)c(Br)c2)c1Br;Cc1cc(C(=O)NO)cc(NC(=O)c2ccc(Br)c(Br)c2)c1Br;6.6036;2.426;true;yes;
320;177;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(F)c1;6.6024;1.95;true;yes;
321;178;Cc1ccc(C(=O)NO)cc1NCc1cc(C(F)F)ccc1Cl;Cc1ccc(C(=O)NO)cc1NCc1cc(C(F)F)ccc1Cl;6.6023;2.27;true;yes;
322;173;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(F)c1F;6.6006;1.934;true;yes;
323;111;O=C(NO)c1ccc(Br)c(NCc2ccccc2F)c1;O=C(NO)c1ccc(Br)c(NCc2ccccc2F)c1;6.5994;1.994;true;yes;
324;168;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Br)c(Br)c2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(Br)c(Br)c2)c1;6.5994;2.404;true;yes;
325;185;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(Br)c1F;6.5991;2.585;true;yes;
326;182;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(Br)c1F;6.5991;2.353;true;yes;
327;173;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)cc1F;6.5988;2.081;true;yes;
328;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(F)c(F)c1F;6.5982;2.25;true;yes;
329;173;Cc1cc(CNc2cc(C(=O)NO)ccc2C)ccc1Cl;Cc1cc(CNc2cc(C(=O)NO)ccc2C)ccc1Cl;6.5971;1.949;true;yes;
330;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)cc(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)cc(Br)c1Cl;6.597;2.506;true;no; 1 violations
331;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(Br)c1Cl;6.597;2.675;true;no; 1 violations
332;182;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1;6.5964;2.147;true;yes;
333;201;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)cc1;6.596;1.809;true;yes;
334;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(Br)c(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(Br)c(Br)c1;6.5959;2.253;true;yes;
335;230;Cc1ccc(C(=O)NO)cc1Nc1c(Cl)cccc1Cl;Cc1ccc(C(=O)NO)cc1Nc1c(Cl)cccc1Cl;6.5954;1.976;true;yes;
336;205;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)c(Cl)c2)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)c(Cl)c2)cc1;6.5951;1.96;true;yes;
337;203;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1;6.5951;2.194;true;yes;
338;195;O=C(NO)c1cc(Br)c(Cl)c(NC(=O)c2cc(Br)cc(Br)c2Br)c1;O=C(NO)c1cc(Br)c(Cl)c(NC(=O)c2cc(Br)cc(Br)c2Br)c1;6.595;2.668;true;no; 2 violations
339;157;Cc1cc(F)c(C(=O)NO)cc1NCc1ccccc1;Cc1cc(F)c(C(=O)NO)cc1NCc1ccccc1;6.5947;1.979;true;yes;
340;164;CCC(F)(F)c1ccc(C(=O)NO)cc1NCc1ccccc1;CCC(F)(F)c1ccc(C(=O)NO)cc1NCc1ccccc1;6.5942;2.305;true;yes;
341;202;O=C(NO)c1ccc(NC(=O)c2c(Cl)ccc(Cl)c2Br)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)ccc(Cl)c2Br)cc1;6.5939;2.164;true;yes;
342;160;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cccc1Br;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cccc1Br;6.5935;2.254;true;yes;
343;96;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(Br)c2Cl)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(Br)c2Cl)cc1Br;6.5928;2.315;true;yes;
344;65;O=C(NO)c1ccc(C(=O)Nc2ccc(Br)cc2)cc1;O=C(NO)c1ccc(C(=O)Nc2ccc(Br)cc2)cc1;6.5924;1.619;true;yes;
345;176;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(Br)c1;6.5916;2.278;true;yes;
346;159;O=C(NO)c1ccc(C(F)F)c(NCc2cccc(Br)c2)c1;O=C(NO)c1ccc(C(F)F)c(NCc2cccc(Br)c2)c1;6.5916;2.325;true;yes;
347;179;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(F)c1F;6.591;2.546;true;yes;
348;180;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(F)c(F)c1F;6.591;2.455;true;yes;
349;159;Cc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1cccc(Br)c1Br;6.5909;2.243;true;yes;
350;166;O=C(NO)c1ccc(C(F)(F)F)c(NC(=O)c2ccccc2F)c1;O=C(NO)c1ccc(C(F)(F)F)c(NC(=O)c2ccccc2F)c1;6.5898;2.034;true;yes;
351;138;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;6.5896;2.118;true;yes;
352;179;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(Cl)cc1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(Cl)cc1Cl;6.5895;2.065;true;yes;
353;192;O=C(NO)c1ccc(Br)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2F)c1;O=C(NO)c1ccc(Br)c(NC(=O)c2c(F)c(F)c(F)c(Br)c2F)c1;6.5887;2.597;true;yes;
354;204;O=C(NO)c1ccc(NC(=O)c2cc(Br)c(Cl)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Br)c(Cl)c(Cl)c2Cl)cc1;6.5882;2.265;true;yes;
355;201;O=C(NO)c1ccc(NC(=O)c2cc(Br)cc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Br)cc(Cl)c2Cl)cc1;6.5882;2.03;true;yes;
356;79;O=C(NO)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1;6.588;1.77;true;yes;
357;200;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Br)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Br)c2Cl)cc1;6.5875;2.325;true;yes;
358;202;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Br)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Br)c(Cl)c2Cl)cc1;6.5875;2.298;true;yes;
359;202;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Br)c2Br)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Br)c2Br)cc1;6.5875;2.387;true;yes;
360;202;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Cl)c2Br)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)cc(Cl)c2Br)cc1;6.5875;2.329;true;yes;
361;168;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(F)cc2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(F)cc2)c1;6.586;2.111;true;yes;
362;102;Cc1cc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2Br)ccc1Br;Cc1cc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2Br)ccc1Br;6.5858;2.302;true;yes;
363;178;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)c(F)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Cl)c(F)c1;6.5855;1.866;true;yes;
364;159;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1F;6.585;2.041;true;yes;
365;176;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cccc1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cccc1Br;6.5849;2.078;true;yes;
366;182;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(F)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(F)c(Br)c1F;6.5847;2.514;true;yes;
367;110;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1;6.5842;1.707;true;yes;
368;169;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccccc2Cl)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccccc2Cl)c1;6.5837;2.147;true;yes;
369;170;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(F)c(Br)c2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2ccc(F)c(Br)c2)c1;6.5828;2.324;true;yes;
370;60;O=C(NO)c1cccc(C(=O)Nc2ccc(Br)cc2)c1;O=C(NO)c1cccc(C(=O)Nc2ccc(Br)cc2)c1;6.5825;1.687;true;yes;
371;157;Cc1ccc(C(=O)NO)cc1NCc1cccc(F)c1;Cc1ccc(C(=O)NO)cc1NCc1cccc(F)c1;6.5823;1.851;true;yes;
372;182;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(Br)c(F)c1F;6.582;2.574;true;yes;
373;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(F)c(Br)c1Br;6.582;2.674;true;yes;
374;180;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(F)c1F;6.582;2.31;true;yes;
375;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(Br)c1F;6.582;2.743;true;yes;
376;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(Br)c1Br;6.582;2.724;true;no; 1 violations
377;173;Cc1ccc(C(=O)NO)cc1NCc1cccc(Cl)c1;Cc1ccc(C(=O)NO)cc1NCc1cccc(Cl)c1;6.5812;1.844;true;yes;
378;103;Cc1cc(C(=O)Nc2ccc3ccc(C(=O)NO)cc3c2)c(Cl)cc1Br;Cc1cc(C(=O)Nc2ccc3ccc(C(=O)NO)cc3c2)c(Cl)cc1Br;6.5807;2.163;true;yes;
379;87;O=C(NO)c1ccc(Br)c(NCc2cccc(Br)c2)c1;O=C(NO)c1ccc(Br)c(NCc2cccc(Br)c2)c1;6.5803;2.042;true;yes;
380;180;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)cccc1Br;6.5802;2.148;true;yes;
381;203;O=C(NO)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1;6.5798;1.716;true;yes;
382;100;COc1ccc(CNc2cc(C(=O)NO)c(Br)cc2Cl)cc1Br;COc1ccc(CNc2cc(C(=O)NO)c(Br)cc2Cl)cc1Br;6.5795;2.317;true;yes;
383;83;Nc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;Nc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;6.5794;1.719;true;yes;
384;177;Cc1cc(CNc2cc(C(=O)NO)ccc2C)c(Cl)cc1Br;Cc1cc(CNc2cc(C(=O)NO)ccc2C)c(Cl)cc1Br;6.5791;2.22;true;yes;
385;154;O=C(NO)c1ccc(F)c(NCc2ccccc2S)c1;O=C(NO)c1ccc(F)c(NCc2ccccc2S)c1;6.5788;2.284;true;yes;
386;180;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(F)c1;6.5786;2.053;true;yes;
387;178;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(C)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(C)c1F;6.5783;2.249;true;yes;
388;177;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)cc1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)cc1F;6.5782;1.986;true;yes;
389;178;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1F;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1F;6.577;1.936;true;yes;
390;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(F)c(F)c1F;6.5763;2.347;true;yes;
391;184;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(F)c(F)c1F;6.5763;2.33;true;yes;
392;108;O=C(NO)c1cccc(NC(=O)c2ccc(Br)c(Br)c2)c1;O=C(NO)c1cccc(NC(=O)c2ccc(Br)c(Br)c2)c1;6.5755;1.947;true;yes;
393;136;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(F)c(F)c2F)c(F)c1;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(F)c(F)c2F)c(F)c1;6.575;2.305;true;yes;
394;111;Nc1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Br;Nc1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Br;6.5747;1.95;true;yes;
395;160;Cc1c(NCc2ccccc2)cc(C(=O)NO)c(F)c1F;Cc1c(NCc2ccccc2)cc(C(=O)NO)c(F)c1F;6.5741;2.245;true;yes;
396;63;CC(=O)Nc1ccc(C(=O)NO)cc1;CC(=O)Nc1ccc(C(=O)NO)cc1;6.5737;1.601;true;no; 1 violations
397;177;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Cl)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Cl)cc1F;6.5735;2.114;true;yes;
398;151;O=C(NO)c1ccc(NCc2ccccc2)c(F)c1;O=C(NO)c1ccc(NCc2ccccc2)c(F)c1;6.573;1.761;true;yes;
399;176;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(C)c(F)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(F)c(C)c(F)c1;6.571;2.176;true;yes;
400;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1Cl;6.57;2.829;true;no; 1 violations
401;100;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(N)c1;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(N)c1;6.569;2.345;true;yes;
402;160;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2cccc(Br)c2)c1;O=C(NO)c1ccc(C(F)F)c(NC(=O)c2cccc(Br)c2)c1;6.5679;2.216;true;yes;
403;113;O=C(NO)c1ccc(Cl)c(NCc2ccccc2F)c1;O=C(NO)c1ccc(Cl)c(NCc2ccccc2F)c1;6.5673;1.893;true;yes;
404;180;Cc1c(F)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(F)c1;Cc1c(F)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(F)c1;6.5669;2.187;true;yes;
405;101;O=C(Nc1cc(Br)c(Br)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;O=C(Nc1cc(Br)c(Br)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;6.5667;2.475;true;no; 1 violations
